Name,Position,Age,OVR,Speed,Fatigue,PassAccuracy,Acceleration,Strength,Reactions
Marcel Schantl,RB,24,59,63,61,65,61,59,58
Kwabe Schulz,CB,25,59,53,52,59,60,70,55
Adrian Segecic,RW,20,59,76,45,54,75,43,54
David Sellés,CB,21,59,59,62,60,58,55,56
Alejandro Severo,RW,19,59,70,55,59,70,58,50
Max Sheaf,CM,24,59,63,66,64,66,59,58
Shi Yan,LM,22,59,76,63,52,74,42,59
Shin Sang Eun,RW,25,59,80,62,55,79,74,58
Hussain Sibyani,LB,23,59,81,63,49,81,48,53
Janne Sietan,CB,22,59,63,62,53,58,71,58
Gabriel Sigua,CM,19,59,67,63,61,68,76,62
Luan Simnica,CDM,20,59,60,62,61,62,61,61
Naorem Mahesh Singh,RM,25,59,74,56,58,71,52,52
Mehtab Singh,CB,26,59,67,64,51,52,77,56
Roshan Singh,LB,25,59,68,76,57,63,64,55
Jeakson Singh Thounaojam,CDM,23,59,55,72,59,51,76,51
Xavi Sintes,CDM,23,59,51,55,68,60,64,56
Luca Sirch,CB,25,59,56,62,55,57,72,47
Axel Sjöberg,RB,24,59,68,53,55,65,51,51
Henrik Skogvold,ST,20,59,78,58,55,74,55,56
Noah Smith,LB,23,59,69,60,54,68,70,55
Dylan Smith,CB,18,59,64,61,50,62,65,50
Fábio Jaló,ST,18,59,73,53,49,81,50,60
David Sotelo,CM,21,59,60,60,63,58,49,61
Jhair Soto,RB,21,59,66,57,60,62,49,54
Nick Stepantsev,LM,22,59,73,55,66,66,61,47
Godfrey Stephen,LB,24,59,65,61,53,76,69,57
Dušan Stojinović,CB,24,59,57,55,52,61,59,58
Lawson Sunderland,CM,22,59,66,63,68,69,67,51
Kamarai Swyer,CAM,21,59,67,52,56,68,61,58
Macaulay Tait,CM,19,59,61,63,66,71,46,51
Bianneider Tamayo,CB,19,59,57,68,44,63,74,52
Tan Kaiyuan,ST,23,59,68,63,62,73,66,57
Răzvan Tănasă,LW,21,59,77,59,66,74,52,52
Deepak Tangri,CDM,25,59,61,73,62,68,75,49
Brad Tapp,CDM,23,59,68,56,60,63,57,51
Jon Taylor,RW,32,59,70,32,54,74,32,54
Cheick Thiam,CB,20,59,68,65,49,60,74,53
Ben Tollitt,LM,29,59,74,65,55,76,59,54
Mathias Tønnessen,CB,20,59,66,49,56,55,58,59
Abdoulkarim Traore,CDM,19,59,64,49,64,64,56,61
Dilyimit Tudi,CM,25,59,63,74,62,60,61,60
Bas Van Den Eynden,CDM,22,59,49,61,61,50,80,51
Damian van der Haar,CB,20,59,54,63,59,64,67,47
Harry Van der Saag,RB,24,59,74,67,55,70,76,57
Miguel Vegas,CDM,18,59,64,53,68,62,40,59
Santino Vera,CDM,18,59,71,46,64,77,64,51
Samuele Vignato,ST,20,59,64,60,64,72,31,66
Jules-Anthony Vilsaint,ST,21,59,76,34,50,62,69,40
Cătălin Vulturar,CAM,20,59,67,64,64,68,58,46
Aurel Wagbe,LM,20,59,78,60,58,74,72,46
Casey Walls,CB,21,59,41,51,41,51,72,41
Wang Zihao,CM,30,59,72,62,63,74,42,68
Wang Jianan,RB,31,59,68,65,59,70,60,51
Wang Jianming,RM,31,59,71,71,56,64,71,58
Riley Warland,LB,22,59,64,67,55,66,72,46
Jaden Warner,CB,21,59,78,54,56,70,73,55
Kacper Welniak,ST,24,59,64,62,58,66,72,45
Wen Jiabao,LB,25,59,81,65,55,79,57,54
Dylan Wenzel-Halls,ST,26,59,82,64,54,78,62,47
Corey Whitely,LM,33,59,75,73,52,74,57,54
Kevin Wiethaup,CAM,19,59,71,50,62,71,46,54
Adam Wikman,CM,20,59,67,60,62,65,44,58
Tyrone Williams,CB,29,59,63,62,44,59,80,55
Zac Williams,CB,20,59,64,61,52,67,69,56
John Ross Wilson,RB,25,59,55,62,55,62,59,53
Donovan Wilson,ST,27,59,76,71,48,75,75,52
Lucas Wolf,CAM,23,59,68,43,60,72,34,52
Harry Wood,CM,22,59,63,60,62,66,58,53
Alex Woodyard,CDM,31,59,49,66,59,52,58,58
Mohammed Yasir,RW,26,59,73,62,59,78,59,48
Seyhan Yigit,RB,21,59,69,71,54,74,44,51
Özkan Yiğiter,CDM,24,59,60,53,66,63,70,55
Atsushi Zaizen,CAM,25,59,60,44,58,65,37,61
Nikodem Zielonka,LW,20,59,72,54,54,74,58,48
Jabir Abdihakim Ali,ST,25,58,56,51,45,50,85,50
Mohammed Abdulrahman,RB,21,58,77,65,42,77,58,53
Eli Adams,LM,22,58,66,72,58,69,50,48
Elicha Ahui,RB,20,58,67,62,51,63,71,47
Yazeed Al Bakr,RB,26,58,78,60,52,74,60,50
Fahad Al Hamad,CB,26,58,69,64,49,62,72,54
Saleh Al Harthi,RM,29,58,71,59,56,72,55,50
Khaled Al Kaabi,RM,32,58,73,58,54,77,54,52
Hussain Al Nowaiqi,RB,28,58,73,71,54,72,50,53
Abdulaziz Al Olewah,RM,20,58,81,53,55,92,31,53
Omar Al Owdah,RB,25,58,75,57,54,73,60,50
Noor Al Rashidi,CB,29,58,57,57,55,63,69,56
Sattam Al Rouqi,LM,22,58,77,52,59,80,62,45
Marwan Al Sahafi,RM,20,58,75,60,52,76,58,54
Mansour Al Shammari,LB,24,58,69,60,54,66,60,53
Abdulmalek Al Shammari,LB,29,58,72,54,58,70,66,54
Abdullah Al Yousif,LB,27,58,65,62,54,72,73,52
Levi Amantchi,ST,23,58,78,60,43,66,83,52
Luca Andronache,ST,21,58,70,56,58,70,58,56
Keny Arroyo,LW,18,58,69,55,55,72,56,56
Tyrell Ashcroft,RB,20,58,76,64,47,77,47,51
Cian Ashford,ST,19,58,74,62,52,76,54,53
Ahmed Ashraf,RM,31,58,72,39,55,74,63,48
Nathan Asiimwe,RB,19,58,75,68,55,71,68,50
Zach Awe,CB,20,58,55,48,51,53,60,53
Alex Badolato,ST,19,58,66,60,55,72,62,52
Yunus Bahadır,RB,22,58,66,53,48,71,49,56
Geraldo Bajrami,CB,24,58,63,61,44,61,72,54
Cody Baker,RB,20,58,70,64,38,70,48,55
Johan Bakke,CM,20,58,58,62,60,64,32,56
Bartosz Baranowicz,CDM,21,58,63,60,56,60,70,60
Charlie Barker,CB,21,58,66,61,46,64,68,58
Kailin Barlow,CAM,21,58,66,64,58,66,53,50
Jonas Bauer,RM,21,58,68,55,54,71,52,51
Anton Bäuerle,LM,19,58,64,54,64,62,53,52
Alfie Bavidge,ST,18,58,71,53,49,73,50,56
Aris Bayindir,CAM,17,58,60,44,60,58,45,54
Lachlan Bayliss,RM,22,58,73,60,54,75,56,56
Filip Beckman,CB,21,58,54,51,43,56,75,60
Alcides Benítez,RB,22,58,69,68,53,75,37,46
Daniel Bennie,RM,18,58,72,53,55,74,63,55
Dion Berisha,LM,21,58,62,41,61,65,51,48
James Berry,LM,23,58,79,63,46,76,57,52
Lewis Billington,RB,20,58,65,62,53,68,72,44
Luke Bodnar,CDM,24,58,62,69,58,55,74,56
Aaron Bolger,CDM,24,58,52,69,61,61,50,57
Rowllin Borges,CDM,32,58,54,74,55,49,72,51
Pedro Borges,CAM,19,58,72,68,61,75,67,53
Mohamed-Amine Bouchenna,CAM,18,58,75,41,55,78,34,45
Manuel Braun,LB,19,58,68,49,56,66,65,42
Francisco Bregante,LB,20,58,53,59,48,52,67,48
Luke Brennan,LW,19,58,63,55,57,63,60,51
Taylan Bulut,RB,18,58,62,64,56,64,63,49
Evan Caffrey,CM,21,58,65,66,59,62,62,55
Max Caputo,ST,19,58,71,56,57,67,70,52
Jarrod Carluccio,RM,23,58,76,66,49,81,57,54
Robert Castellanos,CB,26,58,52,56,44,54,80,50
Joshua Cavallo,LM,24,58,65,63,56,71,49,51
Antonio Ceza,CB,21,58,63,48,36,62,56,63
Pratik Chaudhari,CB,34,58,49,64,35,47,77,43
Sidiki Chérif,LM,17,58,69,51,53,66,57,39
Adi Chică-Roșă,ST,26,58,63,58,40,60,67,52
Jeremiah Chilokoa-Mullen,CB,20,58,58,59,69,59,58,52
Choi Chul Soon,RB,37,58,53,56,57,65,68,46
Radosław Cielemęcki,CAM,21,58,68,68,61,68,50,56
Noah Cobb,CB,19,58,73,58,35,68,59,53
Fredy Colmán,RM,19,58,76,65,49,77,55,38
Wilfred Correa,CAM,18,58,70,62,58,71,34,67
Marius Courcoul,CB,17,58,57,67,43,56,59,51
Trae Coyle,LM,23,58,74,60,57,74,65,52
Guilherme Zimovski,RW,19,58,68,60,55,62,61,45
Jez Davies,CM,20,58,72,65,62,68,59,58
William Dávila,CAM,23,58,66,48,60,60,42,58
Luc De Fougerolles,CB,18,58,63,63,56,65,57,56
Gary Deegan,CDM,36,58,30,63,61,30,67,53
Lorenzo Dellavalle,CB,20,58,56,33,58,55,62,47
Mandar Desai,LB,32,58,75,79,50,79,55,51
Dramane Diarra,LM,20,58,72,60,50,75,45,58
Matt Dibley-Dias,CM,20,58,69,52,60,67,50,56
Albert Iustin Doicaru,RW,17,58,74,58,56,70,60,55
Lukas Dominke,CB,20,58,60,52,53,55,73,49
Dong Yanfeng,CB,28,58,80,66,50,69,71,53
Ronald Donkor,CM,19,58,63,60,65,62,47,59
Stephen Dooley,CM,32,58,54,60,58,55,59,60
Andrei Dorobanțu,CM,20,58,64,64,58,66,57,56
Amidou Doumbouya,CB,17,58,53,62,59,58,64,51
Sam Durrant,LM,22,58,69,74,53,66,66,49
Furkan Dursun,ST,19,58,69,61,50,65,70,53
Moritz Eder,RB,21,58,66,60,51,68,53,54
Guiry Egny,CM,22,58,64,53,61,62,55,61
Deji Elerewe,CB,21,58,69,59,51,69,76,55
Jack Ellis,RB,20,58,68,68,53,65,69,53
Emmanuel Essiam,CM,20,58,72,72,65,70,70,54
Cameron Evans,CB,23,58,62,64,54,59,65,48
Kieron Evans,CAM,22,58,72,58,57,75,49,56
Shane Farrell,RM,24,58,67,62,58,68,62,51
Feng Boxuan,RB,27,58,84,67,48,82,59,52
Feng Gang,CM,31,58,77,64,59,80,40,56
Raynier Fernandes,CM,28,58,67,62,60,68,60,62
Ryan Finnigan,CM,20,58,63,67,64,69,55,54
Andrei Florescu,LW,22,58,80,65,59,79,60,53
Ibrahim Fofana,CM,20,58,62,57,64,64,60,58
Justin Forst,ST,21,58,65,66,49,63,66,57
Lukas Frenkert,CB,24,58,76,67,32,67,74,58
Patrick Gamble,CB,20,58,66,48,52,56,69,50
Gao Huaze,LM,26,58,71,77,56,76,60,53
Antoine Gauthier,CM,20,58,61,55,68,66,55,57
Brahim Ghalidi,LM,19,58,72,49,55,76,29,44
Fred Gnalega,CDM,22,58,52,39,65,57,42,48
Juan Carlos Gonzáles,LW,21,58,68,44,53,70,36,58
Cristian Graciano,RB,21,58,73,62,51,73,53,70
Ryan Graydon,RM,25,58,69,50,57,65,60,54
Harvey Griffiths,CDM,20,58,56,56,58,51,66,58
Matthew Grimaldi,LM,20,58,69,55,57,68,64,50
Gabriele Guarino,CB,20,58,47,62,40,60,75,51
Eggert Aron Gudmundsson,CAM,20,58,66,64,57,64,60,56
Jamie Gullan,ST,25,58,70,70,51,73,64,51
Berke Gürbüz,LM,21,58,69,53,57,61,52,49
Jad Hakiki,CM,20,58,65,55,60,67,42,58
Pronay Halder,CDM,31,58,34,63,57,43,76,49
Michael Halliday,RB,21,58,68,66,54,67,61,53
Aksel Halsgaard,CB,19,58,62,40,50,52,53,62
Teodor Berg Haltvik,RW,24,58,61,60,56,67,63,55
Mathis Hamdi,LB,20,58,61,58,47,60,51,54
Han Jong Mu,CM,21,58,52,76,63,55,59,57
Ryan Haynes,LB,28,58,71,68,51,70,66,55
Naif Hazazi,CDM,31,58,34,62,59,32,73,50
Martin Hellan,RB,21,58,64,63,53,56,54,53
Maximilian Herwerth,CB,18,58,55,56,52,48,74,51
Leon Hien,CB,23,58,66,55,54,58,72,60
Jonas Lange Hjorth,LB,23,58,72,74,53,75,53,50
Tim Hoffmann,CB,19,58,65,53,53,61,69,50
Emil Højlund,ST,19,58,57,58,57,65,70,53
Tim Hoops,CB,19,58,66,61,54,68,64,54
Rio Hope-Gund,CB,25,58,67,62,52,71,72,69
David Hurley,CAM,25,58,62,80,64,64,54,48
Hwang Soon Min,LB,34,58,64,71,56,58,59,53
Hwang Do Yun,CM,21,58,68,71,62,62,57,56
Emmanuel Iwe,LM,24,58,79,62,48,82,53,47
Nicolás Johansen,ST,29,58,60,59,52,62,64,48
Marc-André Jürgen,LB,24,58,56,58,55,61,58,54
Lucas Kåhed,CM,22,58,72,52,58,74,34,57
Edgar Kaizer,CB,20,58,54,53,43,55,82,53
Conor Kane,LB,25,58,70,56,53,71,60,49
Yiğit Karademir,CB,20,58,68,62,44,67,60,60
Sankara Karamoko,ST,20,58,89,52,42,84,47,57
Tino Kaufmann,RW,19,58,69,45,56,69,45,48
Rafiq Khaleel,CAM,21,58,72,55,62,79,40,47
Nelson Khumbeni,CDM,21,58,66,64,59,67,54,55
Kim Ju Yeop,RB,24,58,59,69,46,66,63,55
Kim Seung Sub,LW,27,58,82,58,57,80,61,53
Kim Seung Woo,CB,28,58,54,59,38,51,71,62
Kim Geon Hui,CB,21,58,62,55,44,60,73,54
Sebastian Koch,CAM,27,58,85,56,54,89,50,55
Gideon Kodua,RM,19,58,76,51,52,71,38,47
Kong Min Hyeon,ST,34,58,62,56,54,60,55,61
Nurettin Korkmaz,LM,22,58,69,43,58,66,42,41
Ayouba Kosiah,ST,23,58,43,61,50,38,66,55
Szymon Krawczyk,RM,20,58,70,59,55,72,60,43
Danylo Krevsun,CAM,19,58,71,48,61,80,43,56
Mikkel Kristensen,CB,18,58,75,55,56,72,70,58
Joshua Krüger,CDM,20,58,65,54,63,62,47,59
Nandha Kumar Sekar,LM,28,58,74,64,52,83,63,49
Amir Kurdi,RB,33,58,56,62,61,61,63,50
Oskar Lachowicz,CAM,19,58,63,52,58,66,43,54
Kameron Ledwidge,CB,23,58,69,69,54,69,68,60
Jakub Lewicki,LM,18,58,63,64,58,65,54,52
Paul Lewis,CAM,29,58,66,56,61,56,69,56
Myles Lewis-Skelly,CM,17,58,62,57,62,65,59,56
Li Hailong,RB,28,58,66,67,54,72,60,52
Jakub Lis,CDM,22,58,68,63,58,66,57,54
Filip Loftesnes-Bjune,RB,19,58,67,66,60,59,57,51
Long Wei,CDM,29,58,63,78,59,43,61,52
Matéo Loubatières,CM,20,58,65,43,65,71,35,54
Zak Lovelace,ST,18,58,86,37,50,89,58,52
Junior Luamba,ST,21,58,82,55,45,75,69,50
Rayan Lutin,CM,21,58,68,41,62,73,33,50
Brooklyn Lyons-Foster,CB,23,58,55,49,53,52,67,54
Ma Xingyu,CM,34,58,54,65,58,61,63,55
Harvey Macadam,CM,23,58,64,69,61,55,78,57
Maeng Seong Ung,CM,26,58,55,64,67,62,49,53
Juan Magallanes,CM,21,58,67,66,63,70,53,55
Ali Makki,CB,25,58,52,70,55,46,73,56
Jarzinho Malanga,RW,18,58,69,55,55,72,64,55
Kevin Mamani,RB,19,58,68,62,50,69,49,52
Abdoulie Manneh,ST,19,58,71,62,51,73,66,53
Johan Manzambi,CM,18,58,70,60,63,67,64,61
Jon Martín,CB,18,58,67,67,52,69,64,58
Fernando Martínez,RB,24,58,56,57,43,63,50,53
Loïs Martins,CM,20,58,65,59,66,64,47,53
Naif Masoud,CDM,23,58,59,50,62,58,58,60
Jerry Mawihmingthanga,RW,27,58,75,60,50,85,48,46
Liam McCarron,LB,23,58,82,58,52,82,47,51
Ed McCarthy,LM,23,58,67,82,57,64,60,49
Jason McClelland,RM,27,58,63,66,57,64,51,54
Ben McCormack,CAM,21,58,68,57,59,68,51,50
Robbie McCourt,LB,26,58,40,56,58,51,58,57
Declan McDaid,LM,28,58,77,61,56,70,59,54
Rowan McDonald,CDM,22,58,63,71,59,66,64,52
Ryan McLaughlin,RB,29,58,68,53,55,66,61,54
Ryan McLean,LM,25,58,79,62,52,75,58,48
Jack Milne,CDM,21,58,59,49,61,52,64,57
David Mindombe,CB,23,58,68,60,47,63,73,38
Antonio Molina,LM,21,58,69,54,58,68,56,49
Joaquín Molina Huamán,CB,20,58,48,59,58,50,61,49
Jaly Mouaddib,RW,25,58,70,70,61,65,54,53
Jacob Muir,CB,22,58,56,61,54,40,80,53
Joy Mukena,CB,25,58,52,53,42,61,74,51
Pascal Müller,CM,21,58,53,57,64,66,50,51
Philipp Müller,CDM,20,58,68,59,66,68,58,53
Miguel Muñoz,CB,27,58,65,65,54,56,60,48
Beltran Mvuka,LW,25,58,78,44,56,80,49,53
Kelly N'Mai,LW,20,58,90,53,53,90,33,48
Montell Ndikom,CAM,19,58,68,49,58,71,53,49
Rudolf Ndualu,RW,25,58,87,72,53,82,72,43
Moutaz Neffati,RB,20,58,60,51,57,65,54,54
George Nevett,CB,18,58,62,59,54,61,66,57
Serge Ngoma,RM,19,58,90,61,48,90,59,39
Darragh Nugent,CM,23,58,55,65,60,54,63,57
Alan Nuñez,RB,19,58,76,59,58,71,47,47
Connor O'Brien,RB,20,58,78,73,50,81,63,53
Josh O'Connor,ST,20,58,70,51,51,75,57,56
Justin Obikwu,ST,20,58,84,59,45,82,77,56
Ezequiel Olivera,LB,20,58,74,58,28,74,37,54
Olufela Olomola,ST,27,58,76,68,46,72,75,52
Filip Olsson,CM,25,58,71,60,60,70,64,55
Oludare Olufunwa,RB,23,58,53,64,52,70,69,57
Oskar Opsahl,LB,23,58,73,65,53,73,56,52
Lewis Orford,CDM,18,58,62,64,64,60,59,55
Manuel Osifo,CDM,21,58,79,58,62,76,65,47
Haqi Osman,LM,22,58,76,33,60,78,37,39
Sebastian Otoa,CB,20,58,64,62,52,57,68,56
Tiemoko Ouattara,LW,19,58,64,47,54,68,48,45
Abdoul Kader Ouattara,ST,19,58,68,58,49,74,48,57
Daniel Pantschenko,CDM,21,58,67,53,60,68,49,60
Antony Papadopoulos,CM,21,58,73,63,60,69,63,56
Jordi Paulina,CAM,19,58,71,58,62,77,73,53
Adam Petersson,CM,24,58,65,61,61,55,57,56
Daniel Pike,RB,22,58,72,61,53,75,46,54
Diego Píriz,ST,18,58,54,60,35,52,71,48
Sergiu Pîrvulescu,RB,21,58,71,74,52,70,63,54
Filip Piszczek,ST,29,58,67,63,58,74,78,56
Marco Pledl,RM,23,58,66,53,61,74,41,51
Finlay Pollock,CAM,20,58,63,54,62,71,45,51
Tom Pouilly,RB,21,58,66,62,55,69,57,48
Vlad Prejmerean,CM,26,58,66,64,62,62,58,60
Rekeil Pyke,ST,27,58,75,56,51,74,66,57
Mihnea Rădulescu,RW,18,58,79,60,56,76,59,41
Lilian Raillot,CDM,20,58,64,49,63,61,71,60
Leo Ramirez-Espain,CDM,17,58,53,50,62,51,56,55
Lukas Reich,RB,17,58,70,63,58,66,66,57
Jayden Reid,LB,23,58,85,75,59,85,61,46
Arlind Rexhepi,LM,21,58,64,59,56,72,39,40
Jairo Reyes,CDM,18,58,70,67,64,72,63,48
Rico Richards,LM,20,58,64,54,55,72,45,48
Jannik Robatsch,CB,19,58,65,55,53,65,59,47
Santiago Rollano,RM,20,58,75,63,48,67,52,48
Hormipam Ruivah,CB,23,58,56,72,53,52,74,44
Elkin Ruiz,LB,18,58,74,65,50,78,44,49
Abundance Salaou,CDM,20,58,62,54,62,65,64,54
Dino Salihovic,CM,21,58,68,66,62,65,62,56
Sverre Hakami Sandal,CM,21,58,65,62,61,62,63,56
Nicholas Scardina,LM,23,58,69,65,52,69,35,38
Maximilian Scharfetter,CAM,22,58,73,57,63,75,48,50
Sandro Schendl,RM,21,58,77,54,57,76,46,49
Florian Schmid,ST,24,58,66,62,43,62,68,56
Cedwyn Scott,ST,25,58,71,66,53,73,61,60
Ryheem Sheckleford,RB,27,58,76,65,40,72,62,52
Lewis Shipley,LB,20,58,65,62,51,63,69,52
Udanta Singh,RM,28,58,86,65,51,84,61,47
Suresh Singh Wangjam,CM,24,58,79,90,58,85,70,57
Brage Skaret,CB,22,58,53,61,55,53,71,49
Kacper Śmiglewski,ST,19,58,51,53,50,49,73,62
Connor Smith,CM,22,58,63,53,64,64,35,45
Tunmise Sobowale,RB,25,58,78,69,54,75,79,48
Jordy Soladio,ST,26,58,62,57,58,67,43,58
Elias Sebastian Solberg,RM,20,58,72,54,57,73,42,41
Lino Sousa,LB,19,58,65,51,55,59,59,52
Jonah Sticker,RB,20,58,64,60,58,69,61,59
Jamie Stott,CB,26,58,66,64,49,69,73,51
Jack Stretton,ST,23,58,66,55,49,65,60,56
Su Yuanjie,LB,29,58,75,57,52,75,61,60
Yahya Sunbul,LM,26,58,78,61,52,72,66,45
Jakub Sypek,LW,23,58,73,55,56,76,56,51
Matei Tănasă,LW,18,58,76,55,59,76,48,48
Strahinja Tanasijević,CB,27,58,41,57,49,51,64,51
Devan Tanton,RB,20,58,68,71,46,67,64,53
Omar Taylor-Clarke,CDM,20,58,67,55,58,71,57,51
Rodrigo Teliz,CM,19,58,66,58,58,65,44,50
El Mami Tetah,LM,22,58,68,53,55,74,39,48
Mike Themsen,CM,18,58,65,56,62,67,48,58
Miller Thomson,RB,20,58,72,37,56,74,49,55
Darrell Kamdem Tibell,ST,22,58,77,49,48,78,74,52
Mihai Toma,CM,17,58,71,55,64,67,51,53
Mathis Touho,LM,19,58,71,50,49,74,50,44
Musa Toure,ST,18,58,82,32,49,86,70,54
Diego van Oorschot,ST,18,58,73,36,47,76,37,54
Jasper Van Oudenhove,CM,25,58,65,61,64,65,45,58
Jakob Vester,CM,19,58,70,57,61,72,43,58
Jayson Videira,ST,19,58,74,50,49,67,62,54
Matti Wagner,LB,19,58,73,56,56,70,51,56
Gabriel Wallentin,CB,23,58,53,60,47,53,70,55
Wang Jie,CB,35,58,36,39,53,34,83,48
Wilson Waweru,ST,23,58,72,64,50,70,72,51
Charlie Wellens,CM,21,58,63,67,61,66,57,62
Wen Da,RB,24,58,67,64,38,74,74,58
Colm Whelan,ST,24,58,67,49,53,66,70,55
Charlie Wiggett,CB,21,58,54,65,53,48,70,54
Will Wilson,LM,22,58,70,66,58,69,58,59
Max Woltman,CAM,21,58,65,50,58,67,49,57
Philipp Wydra,CM,21,58,63,50,65,62,55,56
Xu Dong,LB,33,58,57,76,37,75,63,49
Xu Haofeng,RB,25,58,72,65,47,65,62,59
Bilal Yalçınkaya,CAM,18,58,69,48,56,67,47,49
Yang Chaosheng,RM,31,58,81,64,52,82,57,49
Ephraim Yeboah,RM,18,58,82,51,53,83,36,50
Oğuzhan Efe Yılmaz,CDM,21,58,56,53,66,61,46,60
Yin Congyao,ST,27,58,72,57,58,68,72,51
Yoon Min Ho,CAM,24,58,65,58,58,64,33,48
Jonny Yull,CM,19,58,66,66,61,72,54,56
Louis Zabala,RB,23,58,67,68,59,71,68,53
Nikola Zečević,CB,20,58,68,64,54,65,66,59
Besfort Zeneli,LW,21,58,68,36,56,72,40,51
Zhao Jianfei,CB,25,58,66,52,48,68,74,52
Jan Ziółkowski,CB,19,58,64,51,51,60,64,59
Hubert Zwoźny,RB,20,58,68,69,50,70,57,52
James Abankwah,CB,20,57,66,60,55,67,71,50
Hamza Abdallah,RB,21,57,61,58,49,64,48,58
Nabil Aberdin,CB,22,57,53,57,53,54,59,57
Desmond Acquah,CAM,22,57,65,51,65,67,37,55
Nino Adom-Malaki,LB,20,57,79,64,46,81,50,52
Stephen Afrifa,ST,23,57,72,57,42,74,56,47
Jeremy Agbonifo,LW,18,57,71,59,55,70,60,52
Yannick Agnero,ST,21,57,71,59,51,73,55,56
Hamza Yiğit Akman,CM,19,57,69,52,62,78,33,50
Hisham Al Dubais,ST,22,57,69,60,48,68,57,56
Yahya Al Najai,RM,25,57,79,51,54,76,59,49
Meshari Al Nemer,ST,21,57,71,58,47,70,61,52
Mubarak Al Rajih,CB,21,57,60,69,47,70,72,48
Mohammed Al Saeed,LB,27,57,71,57,57,69,61,54
Farha Al Shamrani,CM,18,57,65,53,63,67,47,57
Abdihakin Ali,CM,22,57,65,64,61,63,42,52
Oliver Amby,CDM,19,57,67,58,58,65,51,55
Victor Andersson,LM,19,57,74,35,54,75,34,38
Kai Andrews,CM,18,57,76,59,62,72,61,47
Samuel Anini Jr,LW,22,57,75,54,56,78,42,50
Cameron Antwi,CDM,22,57,65,56,62,60,68,51
Alexander Aoraha,CM,21,57,63,61,64,68,47,51
Charles Yaw Appiah,RW,18,57,71,54,54,73,47,48
Leonardo Arana,LW,20,57,73,56,54,68,49,47
Isaac Asante,CAM,22,57,72,48,56,68,57,48
Siaka Bakayoko,CB,19,57,61,39,48,61,62,53
Alama Bayo,RW,18,57,64,41,44,74,51,53
Vitalie Becker,LB,19,57,60,58,53,63,55,53
Ludvig Begby,LM,27,57,62,48,58,69,42,47
Hosine Bility,CB,23,57,55,54,45,57,78,50
Israel Boatwright,RB,19,57,70,56,28,71,46,55
Valentin Borcea,CAM,22,57,69,62,58,67,61,55
Vincent Borden,CDM,25,57,64,65,57,52,66,53
Ryan Brennan,CM,32,57,46,50,59,40,64,57
Daniel Bunk,CAM,20,57,65,34,62,60,31,52
Cian Byrne,CB,21,57,53,54,46,52,71,51
Brandon Cambridge,CM,22,57,68,61,62,65,62,55
Jessel Carneiro,LB,34,57,68,74,49,69,57,49
Matty Carson,LB,21,57,62,62,53,67,53,53
Josué Castillo,CDM,20,57,61,68,60,60,52,55
Theo Chapman,CAM,19,57,74,58,55,77,46,53
Chen Jie,CDM,34,57,55,79,50,56,74,49
Cristian Chira,CM,22,57,62,60,62,64,56,52
Choi Gi Yun,RW,22,57,69,63,51,67,38,58
Choo Sang Hun,RW,24,57,72,60,43,77,38,54
Samy Chouchane,CDM,21,57,60,50,58,62,55,54
John Clarke,LB,20,57,60,58,38,65,55,56
Fin Conchie,CM,21,57,62,69,62,70,74,57
Sadin Crnovrsanin,CB,22,57,65,64,54,61,69,50
Mauricio Cuevas,RB,21,57,70,62,52,75,35,49
Kamil Cybulski,CM,18,57,66,58,64,65,49,51
Vontae Daley-Campbell,RB,23,57,67,68,52,70,62,50
James Daly,ST,24,57,75,49,50,76,51,55
Gabriel Dănuleasă,CB,21,57,64,52,53,60,72,50
Bajung Darboe,CM,17,57,51,65,65,60,49,43
Tom Davies,LB,20,57,74,59,55,71,50,53
Warren Davis,LM,19,57,69,59,50,68,53,48
Aodh Dervin,CM,25,57,60,78,57,60,58,57
Marcus Dinanga,ST,26,57,70,63,46,72,61,53
Alouis Diriken,CB,20,57,44,48,47,37,60,52
Regan Donelon,LB,28,57,68,71,54,67,53,45
Romelle Donovan,RM,17,57,79,53,51,80,42,46
Jacob Dowse,LM,24,57,71,36,54,58,80,53
Marc Niclas Dühring,LB,20,57,67,59,56,69,55,51
Yaya Dukuly,LM,21,57,84,51,48,86,59,54
Luke Duzel,CM,22,57,66,62,63,65,64,54
Christian Egbutudike,ST,21,57,56,51,45,58,67,48
Hayrullah Erkip,LM,21,57,65,49,61,60,45,39
Aaron Essel,CDM,19,57,66,60,57,65,71,56
Ahmad Faqa,CB,21,57,57,62,54,55,74,46
Zack Farnsworth,LB,22,57,76,57,46,71,65,42
Bobby Faulkner,CB,20,57,68,60,46,68,73,54
Josh Feeney,CB,19,57,54,46,53,52,65,52
Justin Ferizaj,CM,19,57,70,70,59,61,48,53
Alexander Fesshaie,ST,20,57,75,52,55,74,50,56
Robert Filip,CM,22,57,71,70,67,62,65,57
Nick Firmino,CAM,23,57,52,53,60,67,47,52
Ajani Fortune,CM,21,57,59,57,66,65,56,57
Franciszek Franczak,RM,17,57,69,57,55,74,31,40
Robbie Fraser,LB,21,57,68,51,51,76,57,53
Miguel Freckleton,CB,21,57,72,64,44,69,77,53
Malcolm Fry,RW,19,57,65,54,55,65,60,45
Gabriel Gheorghe,CAM,17,57,74,52,58,78,48,50
Juan José Giménez,RM,21,57,72,64,57,73,42,37
